"Date","T_min","T_max","RH_min","RH_max","WS","SH","T_mean","RH","Ra","Rs","ETo_H","ETo_BC","ETo_HS","ETo_RZ","ETo_DR","ETo_RI","ETo_PT","ETo_MK","ETo_DA","ETo_RH","ETo_ME","ETo_RO","ETo_SH","ETo_AH","ETo"
2012-01-08,13.2,17.8,63,89,0.888888888888889,0,15.5,76,22.82,5.71,2.56,4.18,1.53,3.11,1.45,1.09,3,0.77,0.2,0.19,1.88,2.36,3.26,3.17,1.3
2012-01-09,13.9,21.8,73,89,1.58333333333333,0,17.85,81,22.9,5.72,2.76,4.48,2.15,4.37,1.78,1.16,3.19,0.82,0.21,0.2,2.07,2.09,3.53,3.1,1.5
2012-01-10,10.7,18.7,73,93,1.08333333333333,0,14.7,83,22.98,5.74,2.52,4.08,1.98,4.02,1.69,1.09,2.98,0.76,0.15,0.14,1.43,1.61,2.83,2.91,1.23
2012-01-11,10,18.8,75,89,1.38888888888889,0,14.4,82,23.06,5.77,2.51,4.04,2.07,4.2,1.73,1.09,2.97,0.76,0.16,0.15,1.54,1.68,2.81,2.94,1.3
2012-01-12,7.3,16.7,60,92,1.36111111111111,1.1,12,76,23.15,7,2.82,3.74,1.98,4.03,1.68,1.25,3.03,0.89,0.19,0.19,1.9,1.97,2.53,3.02,1.46
2012-01-13,8.2,16.8,46,89,0.916666666666667,1.3,12.5,67.5,23.24,7.25,2.96,3.8,1.94,3.93,1.66,1.31,3.08,0.94,0.25,0.24,2.37,2.74,2.96,3.29,1.49
2012-01-14,6.5,19.5,48,86,1.30555555555556,5.4,13,67,23.33,11.81,4.91,3.87,2.43,4.94,1.91,2.18,4,1.63,0.3,0.29,2.93,2.86,3.1,3.35,2.03
2012-01-15,5.7,19.4,51,94,0.805555555555556,6.2,12.55,72.5,23.43,12.74,5.22,3.81,2.47,5.02,1.93,2.33,4.22,1.74,0.25,0.24,2.33,2.33,2.77,3.17,1.77
2012-01-16,6.8,21.3,49,91,0.388888888888889,5.7,14.05,70,23.53,12.23,5.26,4,2.68,5.44,2.03,2.32,4.29,1.73,0.27,0.27,2.52,2.74,3.21,3.35,1.63
2012-01-17,10.8,21.6,56,86,0.527777777777778,4.4,16.2,71,23.64,10.83,4.97,4.27,2.48,5.03,1.95,2.13,4.31,1.59,0.27,0.26,2.48,2.95,3.65,3.47,1.68
2012-01-18,9.9,21.3,45,90,0.694444444444444,0.7,15.6,67.5,23.74,6.72,3.03,4.19,2.51,5.1,1.97,1.31,3.28,0.93,0.31,0.31,2.97,3.21,3.7,3.56,1.54
2012-01-19,11.2,23.9,66,80,0.611111111111111,6.4,17.55,73,23.85,13.16,6.28,4.44,2.82,5.73,2.13,2.68,5.24,2.03,0.26,0.26,2.45,2.93,3.85,3.5,1.97
2012-01-20,12.1,19.4,78,89,1.66666666666667,1.2,15.75,83.5,23.97,7.35,3.33,4.21,2.04,4.14,1.75,1.42,3.58,1.04,0.16,0.15,1.56,1.64,3.02,3.04,1.48
2012-01-21,9,19.8,52,84,1.77777777777778,0,14.4,68,24.09,6.02,2.62,4.04,2.39,4.86,1.92,1.14,3.08,0.8,0.32,0.3,3.16,2.98,3.39,3.49,1.94
2012-01-22,6,18.8,49,91,1.91666666666667,6.2,12.4,70,24.21,13.1,5.34,3.79,2.45,4.98,1.94,2.38,4.4,1.79,0.3,0.28,2.98,2.52,2.83,3.31,2.29
2012-01-23,6.3,20,51,94,0.75,6.1,13.15,72.5,24.33,13.04,5.45,3.89,2.62,5.31,2.03,2.42,4.55,1.82,0.25,0.25,2.39,2.4,2.9,3.3,1.85
2012-01-24,6.9,20.6,49,91,0.694444444444444,7.2,13.75,70,24.45,14.36,6.11,3.96,2.68,5.44,2.06,2.7,4.89,2.04,0.28,0.27,2.6,2.7,3.14,3.43,1.97
2012-01-25,5.3,21.8,34,94,0.694444444444444,6.4,13.55,64,24.58,13.5,5.71,3.94,2.94,5.97,2.18,2.54,4.5,1.9,0.37,0.36,3.48,3.21,3.39,3.61,2.04
2012-01-26,7,22.1,54,85,0.833333333333333,8.4,14.55,69.5,24.72,15.87,6.93,4.06,2.92,5.92,2.18,3.04,5.47,2.31,0.29,0.29,2.78,2.86,3.35,3.52,2.22
2012-01-27,9.7,18.9,43,90,1.11111111111111,0,14.3,66.5,24.85,6.21,2.69,4.03,2.27,4.61,1.89,1.17,3.18,0.83,0.3,0.29,2.93,3.1,3.44,3.61,1.7
2012-01-28,5.9,22.7,39,89,1,8.3,14.3,64,24.99,15.89,6.89,4.03,3.09,6.26,2.27,3.04,5.26,2.31,0.39,0.38,3.74,3.34,3.58,3.71,2.46
2012-01-29,7,22.3,40,89,0.638888888888889,7.8,14.65,64.5,25.13,15.38,6.74,4.07,2.99,6.08,2.23,2.96,5.25,2.24,0.35,0.35,3.34,3.35,3.63,3.73,2.18
2012-01-30,5.4,22.3,40,94,0.555555555555556,8,13.85,67,25.27,15.69,6.7,3.97,3.09,6.26,2.27,2.97,5.26,2.25,0.34,0.34,3.17,2.99,3.31,3.61,2.12
2012-01-31,6.6,22.6,43,86,0.833333333333333,8.1,14.6,64.5,25.42,15.88,6.95,4.07,3.09,6.28,2.29,3.06,5.44,2.31,0.36,0.35,3.43,3.34,3.62,3.76,2.36
2012-02-01,6.6,22.7,39,87,1.02777777777778,8.6,14.65,63,25.56,16.54,7.25,4.07,3.12,6.34,2.31,3.19,5.57,2.42,0.4,0.39,3.82,3.49,3.72,3.83,2.57
2012-02-02,6,21.3,36,91,1.38888888888889,6.3,13.65,63.5,25.71,13.9,5.9,3.95,2.97,6.03,2.24,2.61,4.85,1.97,0.4,0.38,3.87,3.27,3.44,3.74,2.57
2012-02-03,6.9,21.8,50,86,0.805555555555556,5.7,14.35,68,25.86,13.25,5.75,4.04,3.01,6.12,2.27,2.53,5,1.9,0.31,0.3,2.9,2.97,3.38,3.67,2.1
2012-02-04,7.2,22.4,47,92,0.888888888888889,7.6,14.8,69.5,26.02,15.59,6.86,4.09,3.1,6.3,2.31,3.01,5.66,2.28,0.33,0.32,3.1,2.9,3.41,3.67,2.36
2012-02-05,8,24.4,46,89,0.416666666666667,7.3,16.2,67.5,26.18,15.3,7.02,4.27,3.38,6.87,2.45,3.05,5.8,2.3,0.35,0.35,3.25,3.31,3.84,3.85,2.18
2012-02-06,12.1,25.2,41,84,0.777777777777778,6.7,18.65,62.5,26.33,14.66,7.21,4.58,3.26,6.62,2.42,3.05,5.91,2.31,0.45,0.44,4.23,4.29,4.77,4.25,2.54
2012-02-07,10.3,25.8,50,89,1.63888888888889,7.9,18.05,69.5,26.49,16.18,7.83,4.5,3.51,7.13,2.53,3.35,6.51,2.54,0.43,0.41,4.28,3.39,4.16,3.94,3.07
2012-02-08,12.5,24.8,64,91,0.944444444444444,8.3,18.65,77.5,26.66,16.75,8.24,4.58,3.2,6.49,2.4,3.49,7.11,2.66,0.27,0.27,2.6,2.57,3.85,3.67,2.63
2012-02-09,12.5,24.3,37,91,1.66666666666667,0,18.4,64,26.82,6.71,3.28,4.55,3.13,6.35,2.38,1.39,3.78,0.99,0.5,0.47,4.89,4.07,4.6,4.22,2.51
2012-02-10,5,21.8,41,81,1.91666666666667,8.2,13.4,61,26.99,16.79,7.07,3.92,3.24,6.58,2.4,3.15,5.75,2.38,0.43,0.4,4.27,3.45,3.51,3.93,3.11
2012-02-11,6.1,19.8,43,86,1.30555555555556,9.6,12.95,64.5,27.15,18.6,7.72,3.86,2.9,5.89,2.25,3.43,6.22,2.63,0.33,0.32,3.23,3.07,3.21,3.81,2.73
2012-02-12,6.1,21.4,40,83,0.888888888888889,7.1,13.75,61.5,27.32,15.6,6.65,3.96,3.16,6.42,2.38,2.94,5.58,2.23,0.36,0.35,3.46,3.47,3.58,3.98,2.45
2012-02-13,7.8,22.8,46,89,0.694444444444444,4.9,15.3,67.5,27.49,12.95,5.79,4.16,3.31,6.72,2.46,2.53,5.29,1.9,0.34,0.33,3.17,3.17,3.63,3.93,2.18
2012-02-14,12.5,24.1,46,80,0.972222222222222,4.7,18.3,63,27.66,12.77,6.22,4.53,3.19,6.48,2.43,2.63,5.63,1.99,0.42,0.41,3.98,4.16,4.65,4.34,2.51
2012-02-15,10,25.8,46,91,0.75,5.8,17.9,68.5,27.84,14.22,6.85,4.48,3.71,7.53,2.66,2.93,6.1,2.21,0.4,0.39,3.78,3.48,4.18,4.11,2.51
2012-02-16,13.8,26.3,54,89,0.75,6.7,20.05,71.5,28.01,15.42,7.88,4.75,3.52,7.14,2.6,3.3,7,2.51,0.37,0.36,3.47,3.47,4.49,4.14,2.69
2012-02-17,13.9,26.4,54,86,0.916666666666667,3.3,20.15,70,28.19,11.21,5.74,4.77,3.55,7.21,2.63,2.41,5.6,1.79,0.39,0.38,3.72,3.67,4.61,4.23,2.38
2012-02-18,9.6,26.1,37,84,1.25,7.1,17.85,60.5,28.36,16.08,7.74,4.48,3.85,7.83,2.75,3.32,6.52,2.52,0.53,0.51,5.12,4.35,4.72,4.47,3.18
2012-02-19,8,25.4,42,81,1.61111111111111,10,16.7,61.5,28.54,19.86,9.25,4.33,3.85,7.83,2.74,4.01,7.52,3.06,0.5,0.48,4.94,4.02,4.34,4.36,3.59
2012-02-20,9.7,24.6,47,82,1.27777777777778,9.3,17.15,64.5,28.72,19.06,8.99,4.39,3.64,7.38,2.66,3.86,7.54,2.96,0.42,0.41,4.12,3.78,4.25,4.3,3.24
2012-02-21,10,24.4,49,88,0.75,7.9,17.2,68.5,28.9,17.36,8.2,4.4,3.6,7.31,2.65,3.52,7.15,2.69,0.36,0.35,3.39,3.37,4.02,4.17,2.77
2012-02-22,11,26.1,47,86,0.555555555555556,6.4,18.55,66.5,29.08,15.51,7.61,4.57,3.85,7.83,2.78,3.24,6.81,2.46,0.4,0.4,3.75,3.81,4.46,4.36,2.61
2012-02-23,10.9,27.8,43,89,0.555555555555556,6.7,19.35,66,29.26,15.98,8.01,4.67,4.19,8.51,2.94,3.4,7.08,2.57,0.46,0.46,4.31,4.01,4.69,4.46,2.75
2012-02-24,13.9,29.3,45,90,1.25,8.7,21.6,67.5,29.44,18.65,9.92,4.95,4.27,8.67,2.99,4.14,8.53,3.14,0.55,0.53,5.3,4.23,5.12,4.58,3.66
2012-02-25,12.5,29.1,39,81,1.69444444444444,9.4,20.8,60,29.62,19.65,10.24,4.85,4.37,8.88,3.04,4.31,8.45,3.27,0.67,0.63,6.58,5.03,5.55,4.88,4.18
2012-02-26,9.4,27.9,33,76,1.91666666666667,9.6,18.65,54.5,29.8,20.01,9.85,4.58,4.38,8.9,3.03,4.22,7.92,3.2,0.7,0.66,7.01,5.2,5.48,4.94,4.37
2012-02-27,7.7,25.5,38.5,79,2.27777777777778,9.5,16.6,58.75,29.98,19.97,9.28,4.32,4.08,8.29,2.9,4.03,7.74,3.07,0.59,0.55,5.94,4.28,4.52,4.6,4.17
2012-02-28,9.8,25.1,44,83,1.19444444444444,9.5,17.45,63.5,30.16,20.07,9.55,4.43,3.9,7.92,2.83,4.1,8.16,3.14,0.45,0.43,4.34,3.95,4.4,4.51,3.44
2012-02-29,11.3,25.7,42,86,1,6,18.5,64,30.34,15.53,7.61,4.56,3.92,7.96,2.86,3.23,6.92,2.45,0.46,0.45,4.41,4.09,4.62,4.59,2.99
2012-03-01,7.9,26.8,31,83,1.27777777777778,8.6,17.35,57,30.53,19.06,9.04,4.41,4.38,8.89,3.05,3.91,7.57,2.97,0.6,0.57,5.8,4.63,4.87,4.79,3.7
2012-03-02,9.7,27.1,36,79,1,8.4,18.4,57.5,30.71,18.88,9.23,4.55,4.35,8.84,3.05,3.95,7.86,3.01,0.56,0.54,5.34,4.8,5.12,4.89,3.47
2012-03-03,11.4,27.8,31,73,1.05555555555556,8.3,19.6,52,30.89,18.83,9.51,4.7,4.39,8.91,3.09,4.03,7.91,3.07,0.65,0.63,6.24,5.73,6.03,5.26,3.67
2012-03-04,11.9,27.4,40,78,1.25,8.1,19.65,59,31.07,18.65,9.43,4.7,4.3,8.73,3.06,3.99,8.18,3.04,0.57,0.55,5.51,4.9,5.33,4.97,3.69
2012-03-05,11.8,27.9,51,78,1.19444444444444,7,19.85,64.5,31.25,17.25,8.77,4.73,4.43,9,3.12,3.71,8.04,2.81,0.48,0.47,4.68,4.28,4.92,4.77,3.41
2012-03-06,11.8,29.3,50,84,0.916666666666667,5.9,20.55,67,31.43,15.84,8.2,4.82,4.73,9.61,3.26,3.46,7.72,2.6,0.49,0.48,4.65,4.11,4.91,4.73,3.18
2012-03-07,15.7,31.2,35,90,0.611111111111111,6,23.45,62.5,31.61,16.05,8.94,5.18,4.82,9.78,3.33,3.69,8.06,2.77,0.64,0.64,6.02,5.28,6,5.19,3.23
2012-03-08,11.2,29.9,48,86,1.05555555555556,6.1,20.55,67,31.79,16.26,8.42,4.82,4.95,10.05,3.36,3.56,7.91,2.67,0.53,0.51,5.05,4.11,4.91,4.77,3.38
2012-03-09,10.3,30,49,65,0.944444444444444,7.8,20.15,57,31.97,18.65,9.56,4.77,5.05,10.26,3.41,4.06,8.62,3.06,0.56,0.55,5.39,5.26,5.66,5.2,3.61
2012-03-10,10.7,29.2,54,67,1.41666666666667,7,19.95,60.5,32.15,17.64,8.99,4.74,4.9,9.95,3.35,3.81,8.35,2.88,0.53,0.51,5.22,4.79,5.28,5.05,3.72
2012-03-11,8,28.3,29,71,1.08333333333333,8.3,18.15,50,32.32,19.5,9.46,4.52,4.91,9.98,3.35,4.08,8.07,3.09,0.67,0.65,6.49,5.59,5.81,5.33,3.86
2012-03-12,8.5,28.3,33,90,0.833333333333333,8.6,18.4,61.5,32.5,20,9.77,4.55,4.91,9.97,3.36,4.2,8.59,3.19,0.57,0.56,5.43,4.35,4.79,4.91,3.6
2012-03-13,7.5,30.5,67,89,1.41666666666667,5,19,78,32.67,15.09,7.5,4.62,5.41,10.99,3.57,3.23,7.7,2.4,0.36,0.35,3.55,2.56,3.9,4.28,3.11
2012-03-14,13.2,23.2,53,93,1.16666666666667,1.4,18.2,73,32.85,10.16,4.94,4.52,3.51,7.13,2.76,2.08,5.48,1.55,0.32,0.31,3.13,3.02,3.99,4.46,2.34
2012-03-15,12.5,25.4,39,89,1.36111111111111,6.8,18.95,64,33.02,17.73,8.8,4.62,4.09,8.3,3.04,3.72,8.17,2.85,0.5,0.47,4.83,4.17,4.74,4.9,3.57
2012-03-16,11.2,26.4,35,82,1.25,8.4,18.8,58.5,33.19,20.04,9.9,4.6,4.44,9.02,3.19,4.21,8.81,3.22,0.56,0.54,5.46,4.78,5.14,5.14,3.88
2012-03-17,10.9,28.3,35,82,0.972222222222222,8.7,19.6,58.5,33.36,20.53,10.37,4.7,4.88,9.92,3.39,4.4,9.17,3.35,0.59,0.58,5.7,4.95,5.36,5.23,3.87
2012-03-18,13.7,30.7,36,92,0.777777777777778,8,22.2,64,33.53,19.63,10.6,5.03,5.19,10.54,3.55,4.42,9.56,3.34,0.62,0.61,5.89,4.81,5.55,5.21,3.82
2012-03-19,14.5,30.8,41,90,0.694444444444444,8.2,22.65,65.5,33.7,19.98,10.91,5.08,5.16,10.49,3.55,4.53,9.95,3.43,0.58,0.57,5.46,4.7,5.53,5.19,3.81
2012-03-20,15.3,31.6,37,88,0.611111111111111,7.8,23.45,62.5,33.87,19.49,10.85,5.18,5.29,10.75,3.62,4.49,9.82,3.38,0.64,0.64,6.03,5.28,6,5.43,3.77
2012-03-21,15.5,33.5,41,87,0.472222222222222,7.7,24.5,64,34.03,19.42,11.09,5.32,5.73,11.64,3.82,4.57,10.17,3.43,0.65,0.65,6.11,5.29,6.12,5.45,3.76
2012-03-22,15.6,34.5,45,81,1.44444444444444,7.7,25.05,63,34.19,19.49,11.27,5.38,5.98,12.14,3.93,4.64,10.42,3.46,0.78,0.75,7.67,5.56,6.36,5.56,4.68
2012-03-23,14,30,42,92,2.36111111111111,7.9,22,67,34.35,19.84,10.66,5,5.13,10.42,3.56,4.44,9.9,3.37,0.69,0.64,6.99,4.37,5.25,5.14,4.81
2012-03-24,14,30.1,26,81,0.972222222222222,7.7,22.05,53.5,34.51,19.62,10.56,5.01,5.18,10.52,3.59,4.4,9.29,3.34,0.75,0.73,7.21,6.18,6.59,5.81,4.11
2012-03-25,15.5,32.5,36,75,0.555555555555556,6.8,24,55.5,34.67,18.4,10.38,5.25,5.61,11.39,3.79,4.28,9.46,3.21,0.72,0.72,6.77,6.41,6.92,5.93,3.69
2012-03-26,15,33.5,43,90,0.472222222222222,5.3,24.25,66.5,34.83,16.31,9.26,5.28,5.91,12,3.92,3.83,8.97,2.84,0.62,0.62,5.8,4.88,5.83,5.38,3.36
2012-03-27,17.4,35.5,23,84,0.555555555555556,7.3,26.45,53.5,34.98,19.24,11.5,5.56,6.18,12.55,4.06,4.8,9.99,3.48,0.97,0.96,9.05,7.39,7.91,6.31,4.03
2012-03-28,16.5,36.2,23,82,0.972222222222222,7.2,26.35,52.5,35.14,19.16,11.42,5.55,6.46,13.12,4.17,4.93,9.92,3.46,1.08,1.05,10.34,7.51,8.03,6.38,4.64
2012-03-29,16.4,37,33,76,1,7.8,26.7,54.5,35.29,20.09,12.07,5.59,6.69,13.58,4.27,5.39,10.74,3.65,1.02,0.99,9.75,7.3,7.84,6.31,4.79
2012-03-30,15.6,35.5,21,86,1.58333333333333,7.5,25.55,53.5,35.44,19.71,11.54,5.45,6.43,13.06,4.17,4.85,10,3.53,1.15,1.09,11.34,7.13,7.64,6.27,5.44
2012-03-31,14.3,34.5,29,91,1.30555555555556,7.9,24.4,60,35.58,20.35,11.59,5.3,6.33,12.86,4.12,4.8,10.42,3.59,0.92,0.89,8.99,5.86,6.51,5.82,4.92
2012-04-01,18.9,35.5,54,84,1.47222222222222,8.05,27.2,69,35.73,20.63,12.53,5.66,6.15,12.48,4.09,5.2,12.04,3.78,0.71,0.68,6.94,5.07,6.31,5.54,4.91
2012-04-02,19.4,36.4,37,66,0.444444444444444,8.2,27.9,51.5,35.87,20.9,12.9,5.74,6.34,12.88,4.18,5.55,11.48,3.87,0.91,0.91,8.49,8.14,8.67,6.68,4.28
2012-04-03,21,37.8,47,69,1.02777777777778,8.2,29.4,58,36.01,20.96,13.36,5.93,6.54,13.27,4.29,6.04,12.37,3.95,0.93,0.91,8.95,7.46,8.11,6.43,5.05
2012-04-04,20.3,37.5,42,83,1.55555555555556,7.7,28.9,62.5,36.15,20.29,12.79,5.87,6.57,13.34,4.3,5.73,11.93,3.79,0.99,0.94,9.71,6.54,7.4,6.11,5.39
2012-04-05,20.9,37.5,54,74,2.02777777777778,7.3,29.2,64,36.29,19.75,12.53,5.91,6.52,13.24,4.29,5.61,12.07,3.7,0.92,0.86,9.21,6.35,7.3,6.05,5.49
2012-04-06,18.7,34.3,37,82,1.61111111111111,6.9,26.5,59.5,36.42,19.22,11.49,5.57,5.98,12.14,4.05,4.67,10.71,3.48,0.91,0.87,8.99,6.44,7.13,6.12,5.05
2012-04-07,19.7,33.9,55,83,1.94444444444444,7.7,26.8,69,36.55,20.44,12.31,5.61,5.76,11.71,3.97,4.98,11.93,3.73,0.7,0.65,6.97,4.99,6.21,5.59,5.03
2012-04-08,21.2,32.3,54,83,2.25,8.1,26.75,68.5,36.68,21.08,12.68,5.6,5.11,10.37,3.7,5.1,12.21,3.85,0.7,0.65,7.03,5.06,6.25,5.63,5.18
2012-04-09,21.5,32.2,34,83,2.44444444444444,6.6,26.85,58.5,36.81,18.92,11.4,5.61,5.04,10.24,3.68,4.58,10.67,3.44,0.98,0.9,9.89,6.69,7.34,6.25,5.55
2012-04-10,18.3,29.1,57,90,2.52777777777778,2,23.7,73.5,36.93,12.18,6.83,5.21,4.73,9.6,3.51,2.79,7.4,2.08,0.53,0.49,5.39,3.77,5.16,5.19,3.6
2012-04-11,19.6,27.5,51,81,2.47222222222222,2.6,23.55,66,37.06,13.1,7.31,5.2,4.04,8.21,3.2,2.98,7.72,2.24,0.61,0.56,6.14,4.81,5.71,5.58,3.91
2012-04-12,21,30.6,43,79,1.91666666666667,4.4,25.8,61,37.18,15.8,9.3,5.48,4.71,9.57,3.54,3.75,9.22,2.82,0.76,0.71,7.58,6.04,6.77,6.05,4.46
2012-04-13,20.5,34.5,37,87,1.05555555555556,9.4,27.5,62,37.3,23.24,14.21,5.69,5.93,12.05,4.08,5.73,13.06,4.29,0.83,0.8,7.97,6.28,7.1,6.14,5.2
2012-04-14,21.3,36.4,31,87,1.25,8.7,28.85,59,37.41,22.25,14.01,5.86,6.36,12.92,4.28,5.98,12.7,4.17,1.03,0.99,9.98,7.13,7.82,6.46,5.49
2012-04-15,20.2,36.8,29,83,0.833333333333333,7.7,28.5,56,37.53,20.8,13,5.82,6.64,13.49,4.39,5.67,11.78,3.88,1.02,1,9.72,7.56,8.14,6.63,4.87
2012-04-16,18.3,32.9,21,84,1.34722222222222,9.1,25.6,52.5,37.64,22.92,13.43,5.45,5.86,11.89,4.04,5.47,11.79,4.13,0.99,0.95,9.65,7.3,7.8,6.56,5.41
2012-04-17,19.5,36.3,23,77,1.86111111111111,10.7,27.9,50,37.75,25.34,15.63,5.74,6.64,13.47,4.39,6.69,13.32,4.71,1.29,1.21,12.82,8.4,8.93,6.96,6.69
2012-04-18,19.9,38,38,85,0.527777777777778,10.5,28.95,61.5,37.85,25.09,15.83,5.88,7.07,14.35,4.57,7.25,14.48,4.72,0.9,0.89,8.4,6.72,7.53,6.36,5.26
2012-04-19,20.4,39,41,75,0.694444444444444,10.5,29.7,58,37.96,25.13,16.11,5.97,7.3,14.82,4.68,7.66,14.73,4.77,0.98,0.97,9.26,7.54,8.19,6.66,5.55
2012-04-20,21.4,39.2,36,80,3.83333333333333,9.4,30.3,58,38.06,23.52,15.28,6.05,7.25,14.72,4.68,7.28,13.92,4.49,1.61,1.43,16.9,7.71,8.36,6.73,8.3
2012-04-21,23,37.6,49,79,1.63888888888889,6.4,30.3,64,38.16,19.09,12.39,6.05,6.58,13.36,4.42,5.52,12.07,3.62,0.94,0.89,9.27,6.61,7.58,6.33,5.3
2012-04-22,21.4,36.9,33,66,1.72222222222222,8.3,29.15,49.5,38.26,21.95,13.91,5.9,6.64,13.47,4.43,6.06,12.47,4.13,1.23,1.17,12.2,8.88,9.42,7.19,6.13
2012-04-23,21.4,38.7,20,60,2.80555555555556,9.5,30.05,40,38.35,23.78,15.36,6.02,7.16,14.54,4.65,7.19,12.71,4.53,1.85,1.68,18.92,10.91,12.02,7.93,8.27
2012-04-24,20.2,39.6,36,63,2.16666666666667,10.3,29.9,49.5,38.45,25,16.1,6,7.58,15.39,4.81,7.83,14.3,4.76,1.43,1.33,14.38,9.13,9.66,7.29,7.3
2012-04-25,21.4,40,41,60,1.69444444444444,10.2,30.7,50.5,38.54,24.89,16.29,6.1,7.56,15.36,4.83,8,14.71,4.78,1.31,1.24,12.92,9.21,9.73,7.32,6.77
2012-04-26,21.5,36.5,45,76,1.16666666666667,9.4,29,60.5,38.63,23.72,14.99,5.88,6.57,13.34,4.42,6.42,14.05,4.46,0.89,0.86,8.62,6.91,7.67,6.5,5.6
2012-04-27,20.5,38.5,29,72,1.11111111111111,9.3,29.5,50.5,38.71,23.6,15.07,5.95,7.29,14.8,4.71,7.02,13.33,4.46,1.23,1.19,11.82,8.82,9.35,7.21,5.84
2012-04-28,24.3,39.7,32,83,1.58333333333333,6.5,32,57.5,38.8,19.43,13.06,6.26,7.12,14.45,4.69,6.28,12.2,3.75,1.31,1.24,12.84,8.28,8.9,6.99,5.86
2012-04-29,24.6,39.6,33,69,2.27777777777778,9.8,32.1,51,38.88,24.4,16.44,6.27,7.05,14.32,4.67,7.86,14.62,4.75,1.53,1.42,15.45,9.59,10.07,7.47,7.46
2012-04-30,20.1,39.5,37.5,80,0.944444444444444,9.5,29.8,58.75,38.96,23.98,15.41,5.98,7.66,15.56,4.87,7.47,14.23,4.55,1.07,1.05,10.27,7.43,8.12,6.72,5.72
2012-05-01,19.5,39.6,42,91,1.08333333333333,7.6,29.55,66.5,39.04,21.15,13.52,5.95,7.78,15.79,4.91,6.59,13.05,3.99,0.97,0.94,9.36,5.98,7.11,6.2,5.35
2012-05-02,20,37.1,39,61,1.91666666666667,9,28.55,50,39.11,23.27,14.56,5.83,7.03,14.28,4.62,6.43,13.28,4.35,1.2,1.12,11.92,8.6,9.14,7.18,6.45
2012-05-03,22.9,37.6,39,83,1.52777777777778,1.8,30.25,61,39.18,12.5,8.11,6.04,6.77,13.75,4.54,3.61,8.4,2.33,1.05,1,10.32,7.14,7.93,6.64,4.38
2012-05-04,21.6,35.5,44,63,1.91666666666667,7.9,28.55,53.5,39.26,21.67,13.56,5.83,6.37,12.93,4.36,5.56,12.71,4.04,1.05,0.99,10.5,8,8.54,6.97,5.97
2012-05-05,21.2,34.5,46,64,2.69444444444444,9.2,27.85,55,39.32,23.64,14.57,5.74,6.14,12.47,4.26,5.85,13.6,4.38,1.08,0.98,11,7.54,8.1,6.81,6.63
2012-05-06,19.8,34.7,47,61,1.19444444444444,7.8,27.25,54,39.39,21.55,13.11,5.66,6.43,13.05,4.37,5.3,12.44,3.96,0.86,0.83,8.36,7.53,8.07,6.82,5.17
2012-05-07,21.4,37.2,38,55,0.833333333333333,9.4,29.3,46.5,39.46,23.97,15.24,5.92,6.93,14.07,4.61,6.72,13.7,4.53,1.08,1.06,10.27,9.46,10.08,7.52,5.49
2012-05-08,23.9,39.1,37,65,1.08333333333333,8.9,31.5,51,39.52,23.24,15.47,6.2,7.13,14.47,4.72,7.28,14.07,4.49,1.21,1.17,11.66,9.39,9.88,7.47,5.89
2012-05-09,26,39.4,37,73,1.27777777777778,7.8,32.7,55,39.58,21.6,14.73,6.35,6.87,13.94,4.64,6.96,13.68,4.21,1.24,1.19,12,8.99,9.51,7.32,5.91
2012-05-10,22.8,39.2,49,62,2.5,6.4,31,55.5,39.64,19.52,12.86,6.13,7.35,14.93,4.8,6.1,12.43,3.73,1.27,1.17,12.88,8.37,8.94,7.12,6.46
2012-05-11,25.4,35.7,44,70,2.33333333333333,7,30.55,57,39.69,20.43,13.34,6.08,5.78,11.74,4.16,5.44,12.72,3.89,1.13,1.05,11.42,7.96,8.58,6.98,6.18
2012-05-12,24.4,37.4,55,73,2.30555555555556,6.4,30.9,64,39.75,19.54,12.85,6.12,6.55,13.3,4.49,5.65,12.71,3.73,0.99,0.91,9.94,6.75,7.72,6.55,5.81
2012-05-13,25.3,38.2,50,83,1.47222222222222,9.2,31.75,66.5,39.8,23.76,15.89,6.23,6.65,13.5,4.55,7.19,15.4,4.6,0.92,0.87,8.98,6.47,7.64,6.44,6.08
2012-05-14,23.9,39.8,40,69,1.16666666666667,8.5,31.85,54.5,39.85,22.72,15.23,6.24,7.4,15.03,4.85,7.36,14.17,4.4,1.19,1.15,11.49,8.82,9.35,7.3,5.94
2012-05-15,23.4,41.8,35,67,1.88888888888889,8.5,32.6,51,39.9,22.73,15.47,6.34,8.09,16.44,5.13,8.04,14.11,4.44,1.56,1.46,15.51,9.75,10.23,7.63,7.06
2012-05-16,22.5,41.8,40,71,1.94444444444444,9.2,32.15,55.5,39.95,23.79,16.04,6.28,8.23,16.7,5.17,8.36,14.93,4.63,1.43,1.34,14.24,8.72,9.27,7.27,7.12
2012-05-17,26,41.4,47,86,1.66666666666667,8.3,33.7,66.5,39.99,22.45,15.61,6.48,7.58,15.4,4.96,7.93,15.21,4.43,1.14,1.07,11.2,6.93,8.11,6.61,6.38
2012-05-18,25.3,39.4,53,83,3.05555555555556,7.9,32.35,68,40.04,21.86,14.8,6.31,7.08,14.37,4.74,7.01,14.61,4.25,1.14,1.03,11.76,6.31,7.61,6.4,6.8
