Date,T_min,T_max,RH_min,RH_max,WS,SH,T_mean,RH,Ra,Rs,ETo
26-02-2016,11.2,28.3,68,84,1.222222222,8.2,19.75,76,29.8,18.18,3.21
27-02-2016,14.2,27.1,62,82,1.361111111,2,20.65,72,29.98,10.12,2.5
28-02-2016,16.8,29,59,84,0.805555556,4.3,22.9,71.5,30.16,13.21,2.75
29-02-2016,17,30.4,44,82,0.555555556,8.2,23.7,63,30.34,18.44,3.37
01-03-2016,15.5,31.5,47,80,0.416666667,8.4,23.5,63.5,30.53,18.79,3.33
02-03-2016,14.9,31.5,43,91,0.444444444,8.2,23.2,67,30.71,18.61,3.32
03-03-2016,13.4,31.4,43,83,0.416666667,8.4,22.4,63,30.89,18.96,3.3
04-03-2016,15.3,31,46,84,0.5,8.1,23.15,65,31.07,18.65,3.38
05-03-2016,18.6,32.7,50,90,0.666666667,8.6,25.65,70,31.25,19.41,3.8
06-03-2016,19.6,32.6,69,91,0.805555556,7.1,26.1,80,31.43,17.46,3.54
07-03-2016,16.4,29,44,88,0.861111111,0.7,22.7,66,31.61,8.85,2.44
08-03-2016,19.7,32.5,44,75,1.444444444,9.3,26.1,59.5,31.79,20.62,4.66
09-03-2016,18.1,31.6,31,81,1.055555556,9.5,24.85,56,31.97,20.98,4.36
10-03-2016,17.8,33.3,38,83,1.277777778,9.6,25.55,60.5,32.15,21.2,4.67
11-03-2016,14.9,33,41,80,1.25,10,23.95,60.5,32.32,21.84,4.62
12-03-2016,18.8,32.4,39,85,1.333333333,9.9,25.6,62,32.5,21.79,4.73
13-03-2016,20.8,33.4,74,87,1.75,7.7,27.1,80.5,32.67,18.83,4.11
14-03-2016,15.5,24.5,63,88,0.972222222,0.1,20,75.5,32.85,8.35,2.05
15-03-2016,15.3,29,37,91,0.944444444,1.8,22.15,64,33.02,10.76,2.83
16-03-2016,16.5,31,28,80,1.222222222,9.5,23.75,54,33.19,21.57,4.6
17-03-2016,11.7,30.6,23,88,1.555555556,10.3,21.15,55.5,33.36,22.78,4.97
18-03-2016,13.3,32.1,30,89,0.777777778,9.8,22.7,59.5,33.53,22.16,4.23
19-03-2016,17.9,33.7,37,81,0.722222222,10.2,25.8,59,33.7,22.8,4.5
20-03-2016,17.5,35,36,84,0.555555556,9.2,26.25,60,33.87,21.47,4.25
21-03-2016,17.3,35.1,15,84,0.666666667,9.5,26.2,49.5,34.03,21.97,4.41
22-03-2016,14.6,35,16,56,1.138888889,9.6,24.8,36,34.19,22.19,5.12
23-03-2016,13.2,32,28,74,1.611111111,10.5,22.6,51,34.35,23.55,5.33
24-03-2016,14.5,32.8,33,69,0.75,9.9,23.65,51,34.51,22.77,4.42
25-03-2016,15.8,33.5,37,71,0.916666667,9.7,24.65,54,34.67,22.55,4.66
26-03-2016,18.1,34.9,42,76,0.722222222,9.3,26.5,59,34.83,22.05,4.56
27-03-2016,20.9,35.5,47,83,0.638888889,6.6,28.2,65,34.98,18.24,4.04
28-03-2016,21.5,35.5,35,87,0.555555556,4.3,28.5,61,35.14,14.98,3.53
29-03-2016,18.4,34.8,39,85,0.861111111,6.9,26.6,62,35.29,18.79,4.26
30-03-2016,20.1,34.7,53,93,1.527777778,8.2,27.4,73,35.44,20.73,4.85
31-03-2016,22.6,34,50,90,1.138888889,6.3,28.3,70,35.58,18.03,4.3
01-04-2016,18.6,34.7,54,77,1.666666667,7.5,26.65,65.5,35.73,19.83,4.88
02-04-2016,20.8,30.2,57,78,2.472222222,9.4,25.5,67.5,35.87,22.65,5.21
03-04-2016,23,31,62,82,1.972222222,3.5,27,72,36.01,14.11,3.82
04-04-2016,23.4,33.4,48,91,1.5,1.7,28.4,69.5,36.15,11.52,3.55
05-04-2016,22.9,33.1,41,88,0.972222222,1.1,28,64.5,36.29,10.68,3.16
06-04-2016,23.5,37.8,19,58,0.916666667,8.7,30.65,38.5,36.42,21.86,5.26
07-04-2016,19,40.1,23,73,1.472222222,8.6,29.55,48,36.55,21.76,6.17
08-04-2016,20,39.5,19,53,1.472222222,7.6,29.75,36,36.68,20.35,6.09
09-04-2016,21.4,39.6,17,49,1.416666667,10.5,30.5,33,36.81,24.66,6.56
10-04-2016,20,40.5,12,60,1.444444444,10.4,30.25,36,36.93,24.57,6.7
11-04-2016,20.6,41.4,13,71,1.861111111,10.4,31,42,37.06,24.62,7.47
12-04-2016,23.5,41.6,15,44,2.305555556,9.9,32.55,29.5,37.18,23.93,8.28
13-04-2016,20.8,38.4,20,46,2.583333333,10.1,29.6,33,37.3,24.27,8.08
14-04-2016,20.4,38,21,61,1.888888889,10.7,29.2,41,37.41,25.21,7.06
15-04-2016,20.6,38.9,35,86,1.166666667,10.2,29.75,60.5,37.53,24.51,5.93
16-04-2016,24.9,38.5,49,75,1.916666667,9.7,31.7,62,37.64,23.81,6.43
17-04-2016,23.1,37,61,79,2.111111111,7.7,30.05,70,37.75,20.88,5.52
18-04-2016,23,32.1,55,73,2.166666667,2.3,27.55,64,37.85,12.89,4.19
19-04-2016,24.8,36,36,93,1.416666667,5.8,30.4,64.5,37.96,18.13,4.97
20-04-2016,23,40.2,26,93,1.138888889,9.1,31.6,59.5,38.06,23.08,5.95
21-04-2016,23.3,40.6,15,91,1.25,8.1,31.95,53,38.16,21.62,6.02
22-04-2016,21,40.5,19,49,1.444444444,9.1,30.75,34,38.26,23.15,6.6
23-04-2016,23,41,30,84,1.527777778,9.5,32,57,38.35,23.78,6.61
24-04-2016,23,41,28,84,1.527777778,9.6,32,56,38.45,23.96,6.67
25-04-2016,19.1,39.5,10,38,2.694444444,10.6,29.3,24,38.54,25.48,8.99
26-04-2016,19.4,40.5,15,39,1.472222222,10.3,29.95,27,38.63,25.07,6.94
27-04-2016,20.3,41.1,30,78,0.833333333,10.5,30.7,54,38.71,25.4,5.96
28-04-2016,24.2,40,21,89,1.111111111,7.1,32.1,55,38.8,20.33,5.58
29-04-2016,20,40.8,13,46,0.777777778,8.7,30.4,29.5,38.88,22.75,5.41
30-04-2016,21.3,42,20,87,0.888888889,9.9,31.65,53.5,38.96,24.58,6.03
01-05-2016,22.4,41.1,33,80,1.027777778,9.2,31.75,56.5,39.04,23.55,5.99
02-05-2016,26,38,51,78,1.888888889,8.4,32,64.5,39.11,22.37,6.14
03-05-2016,23.5,34,48,80,3.027777778,4,28.75,64,39.18,15.8,5.41
04-05-2016,20.2,34.3,49,83,2.972222222,5.1,27.25,66,39.26,17.46,5.5
05-05-2016,22.5,33.4,48,86,1.916666667,5.4,27.95,67,39.32,17.93,4.89
06-05-2016,24.3,34.7,51,93,1.611111111,9.9,29.5,72,39.39,24.7,5.82
07-05-2016,21,35.5,35,94,1.472222222,7.6,28.25,64.5,39.46,21.27,5.44
08-05-2016,22.6,35.3,44,86,1.472222222,8.1,28.95,65,39.52,22.04,5.49
09-05-2016,25,36.3,47,80,1.666666667,10.6,30.65,63.5,39.58,25.81,6.41
10-05-2016,26.1,36.8,45,76,2.388888889,8.8,31.45,60.5,39.64,23.12,6.66
11-05-2016,21.8,38.5,50,83,2.416666667,9.6,30.15,66.5,39.69,24.33,6.71
12-05-2016,25.4,34,48,81,0.888888889,9,29.7,64.5,39.75,23.45,5.31
13-05-2016,21.7,34.8,60,84,1.972222222,7.6,28.25,72,39.8,21.36,5.3
14-05-2016,23.5,32.6,68,88,2.527777778,9.8,28.05,78,39.85,24.67,5.56
15-05-2016,24.3,31,64,84,2.861111111,5.4,27.65,74,39.9,18.08,4.74
16-05-2016,25.1,33.6,57,75,2.75,9.2,29.35,66,39.95,23.79,6.23
17-05-2016,25.4,36,50,86,2.138888889,10.6,30.7,68,39.99,25.9,6.58
18-05-2016,23.5,38.8,57,78,2.361111111,9.6,31.15,67.5,40.04,24.41,6.64
19-05-2016,24.9,34.4,59,81,4.083333333,9.8,29.65,70,40.08,24.72,6.75
20-05-2016,25.5,33,60,86,3.805555556,4.1,29.25,73,40.12,16.18,5.1
21-05-2016,25,32,66,87,2.611111111,4.6,28.5,76.5,40.16,16.94,4.48
22-05-2016,23.5,30.3,50,84,1.222222222,0.3,26.9,67,40.19,10.5,3.16
23-05-2016,26.5,34,38,79,2.222222222,10.5,30.25,58.5,40.23,25.8,6.78
24-05-2016,24,35.5,65,84,2.083333333,9.5,29.75,74.5,40.26,24.3,5.86
25-05-2016,24.6,33,51,82,1.138888889,5.9,28.8,66.5,40.29,18.91,4.61
26-05-2016,21.7,28.2,44,82,1.472222222,7,24.95,63,40.32,20.57,4.7
27-05-2016,4.5,34.8,61,74,1.583333333,9.4,19.65,67.5,40.35,24.17,5.1
28-05-2016,23.5,31.8,61,87,3.194444444,8.3,27.65,74,40.38,22.52,5.57
29-05-2016,20.3,33,67,91,2.305555556,8.2,26.65,79,40.4,22.38,5.07
30-05-2016,24.5,36.5,62,86,0.805555556,7.9,30.5,74,40.43,21.93,5.08
31-05-2016,24.4,36,56,86,0.888888889,7.3,30.2,71,40.45,21.03,4.96
01-06-2016,23.5,35.2,66,82,2.055555556,6.5,29.35,74,40.47,19.84,5.07
02-06-2016,25.5,35.8,48,82,2.194444444,6.4,30.65,65,40.49,19.69,5.72
03-06-2016,26.6,35.8,46,78,2,10.7,31.2,62,40.51,26.12,6.76
04-06-2016,27.6,37.5,48,84,2,9.9,32.55,66,40.53,24.93,6.69
05-06-2016,27.4,38.3,40,74,2.333333333,11,32.85,57,40.54,26.57,7.59
06-06-2016,28,38.2,53,72,1.944444444,10.7,33.1,62.5,40.56,26.13,6.99
07-06-2016,27.4,36.5,56,77,3.027777778,9.8,31.95,66.5,40.57,24.78,6.98
08-06-2016,26,35,58,77,2.666666667,6.7,30.5,67.5,40.58,20.15,5.77
09-06-2016,26.4,35.8,68,76,2.111111111,8.2,31.1,72,40.59,22.39,5.73
10-06-2016,26.4,35.4,48,85,2.027777778,9.1,30.9,66.5,40.6,23.73,6.22
11-06-2016,28.2,38,65,73,1.166666667,10.6,33.1,69,40.61,25.97,6.35
12-06-2016,26.8,34.6,53,75,2.305555556,4.9,30.7,64,40.61,17.47,5.33
13-06-2016,25.4,36.5,49,87,2.027777778,9,30.95,68,40.62,23.58,6.23
14-06-2016,23.6,37.4,65,92,1.972222222,9.1,30.5,78.5,40.62,23.73,5.82
15-06-2016,24.4,33.6,60,86,2.083333333,5.9,29,73,40.62,18.96,4.93
16-06-2016,24.5,34.9,66,87,2.361111111,7.5,29.7,76.5,40.63,21.34,5.36
17-06-2016,26.2,33.2,83,92,2.138888889,5,29.7,87.5,40.63,17.61,4.06
18-06-2016,26.2,33,77,89,2.083333333,1.7,29.6,83,40.62,12.69,3.4
19-06-2016,26.6,32.6,59,86,2.166666667,5.2,29.6,72.5,40.62,17.91,4.81
20-06-2016,26.8,37,52,83,2.388888889,5.5,31.9,67.5,40.62,18.35,5.64
21-06-2016,27.6,36.8,86,86,1.25,8.5,32.2,86,40.61,22.82,5.33
22-06-2016,23.2,33.8,79,93,1.583333333,6.8,28.5,86,40.61,20.28,4.49
23-06-2016,26.2,31,64,91,0.944444444,0.1,28.6,77.5,40.6,10.3,2.78
24-06-2016,26.2,34.6,76,82,0.944444444,4.6,30.4,79,40.59,17,4.08
25-06-2016,26.2,33,80,95,1.833333333,0.5,29.6,87.5,40.58,10.89,2.86
26-06-2016,26.4,31.5,64,91,2.111111111,4.4,28.95,77.5,40.57,16.7,4.29
27-06-2016,28.2,35,56,8,1.972222222,9.5,31.6,32,40.56,24.29,7.1
28-06-2016,27.7,34.9,54,84,2.083333333,5.9,31.3,69,40.54,18.93,5.32
29-06-2016,27,35.6,55,81,2.333333333,11.1,31.3,68,40.53,26.67,6.79
30-06-2016,27,36,54,87,1.916666667,10.6,31.5,70.5,40.51,25.92,6.47
01-07-2016,27.8,36,80,87,1.944444444,4.9,31.9,83.5,40.5,17.42,4.4
02-07-2016,27,32.5,61,85,2.777777778,0,29.75,73,40.48,10.12,3.78
03-07-2016,26.6,33.8,75,87,2.777777778,0.9,30.2,81,40.46,11.46,3.51
04-07-2016,26,31.4,82,90,2.694444444,2.3,28.7,86,40.44,13.54,3.38
05-07-2016,25,29.6,94,93,3.638888889,0,27.3,93.5,40.42,10.1,2.26
06-07-2016,25.2,29.1,67,90,2.777777778,0.4,27.15,78.5,40.39,10.69,3.29
07-07-2016,26.1,31.6,69,92,2.666666667,4.2,28.85,80.5,40.37,16.35,4.21
08-07-2016,26.5,32.6,67,88,2.305555556,5.2,29.55,77.5,40.34,17.83,4.59
09-07-2016,27.2,34,64,92,2.333333333,10.6,30.6,78,40.31,25.87,6.1
10-07-2016,26.5,34.1,69,89,2.611111111,8.7,30.3,79,40.28,23.03,5.58
11-07-2016,25.7,33,84,89,2.277777778,3,29.35,86.5,40.25,14.53,3.53
12-07-2016,27,32.5,77,85,2.5,6.9,29.75,81,40.22,20.34,4.84
13-07-2016,26.8,32.5,67,92,2.666666667,7.6,29.65,79.5,40.19,21.37,5.17
14-07-2016,27.1,34.6,88,92,1.722222222,7.8,30.85,90,40.15,21.66,4.82
15-07-2016,27.5,35,63,88,1.583333333,6.3,31.25,75.5,40.12,19.42,4.93
16-07-2016,25.4,34.5,74,94,1.777777778,3.6,29.95,84,40.08,15.39,3.86
17-07-2016,25.4,32.5,94,97,2.027777778,0.9,28.95,95.5,40.04,11.35,2.51
18-07-2016,25.2,28,92,95,1.833333333,0,26.6,93.5,40,10,2.23
19-07-2016,24.9,27.8,88,95,0.944444444,0,26.35,91.5,39.96,9.99,2.28
20-07-2016,25.8,30,91,97,1.333333333,0.4,27.9,94,39.92,10.58,2.39
21-07-2016,26.1,29.1,92,95,0.722222222,0,27.6,93.5,39.87,9.97,2.28
22-07-2016,25.9,30.9,72,94,1,0,28.4,83,39.82,9.96,2.59
23-07-2016,26,33,92,92,1.75,4.9,29.5,92,39.77,17.25,3.75
24-07-2016,24.5,31,92,95,1.611111111,0.5,27.75,93.5,39.72,10.68,2.41
25-07-2016,25.5,31.2,76,92,1.277777778,0.9,28.35,84,39.67,11.26,2.85
26-07-2016,26.2,31.4,79,92,2,2,28.8,85.5,39.62,12.89,3.22
27-07-2016,25.6,30.7,78,89,2.583333333,4.1,28.15,83.5,39.56,16,3.84
28-07-2016,26.1,30.8,82,94,1.527777778,0.8,28.45,88,39.51,11.07,2.72
29-07-2016,24.5,32.6,69,93,0.805555556,1.3,28.55,81,39.45,11.8,2.93
30-07-2016,26.5,33.3,88,92,0.555555556,6.3,29.9,90,39.39,19.23,4.26
31-07-2016,24.8,31.7,85,77,1.027777778,0.8,28.25,81,39.33,11.02,2.77
01-08-2016,25.5,31.8,61,85,1.027777778,0.8,28.65,73,39.26,11.01,3.03
02-08-2016,25.5,35,67,85,1.75,10.3,30.25,76,39.2,25.13,5.84
03-08-2016,25.8,33,70,87,2.472222222,10.7,29.4,78.5,39.13,25.71,5.82
04-08-2016,26.8,33.2,62,82,2.305555556,9.6,30,72,39.06,24.05,5.86
05-08-2016,27.5,35,65,84,2.388888889,11.6,31.25,74.5,38.99,27,6.5
06-08-2016,27.2,34.1,65,81,2.805555556,11.1,30.65,73,38.91,26.23,6.42
07-08-2016,26.4,33.5,67,83,3.194444444,8.5,29.95,75,38.84,22.34,5.69
08-08-2016,26.5,31.6,68,91,2.5,4.4,29.05,79.5,38.76,16.23,4.18
09-08-2016,27,33.8,74,94,2.361111111,8.8,30.4,84,38.68,22.74,5.22
10-08-2016,26.5,32.6,64,89,0.805555556,1.1,29.55,76.5,38.6,11.28,2.94
11-08-2016,25,34,71,90,1.694444444,10.9,29.5,80.5,38.51,25.8,5.68
12-08-2016,26.8,32.6,75,82,2.861111111,1.7,29.7,78.5,38.43,12.13,3.68
13-08-2016,26.8,32,70,88,2.694444444,4.8,29.4,79,38.34,16.7,4.34
14-08-2016,26.6,33.4,74,89,1.833333333,7.1,30,81.5,38.25,20.08,4.7
15-08-2016,27,34.8,71,94,1.861111111,6.4,30.9,82.5,38.16,19.01,4.63
16-08-2016,24,35,72,95,1.361111111,7.7,29.5,83.5,38.06,20.91,4.74
17-08-2016,25.5,35.1,68,82,1.083333333,5.1,30.3,75,37.97,17.03,4.17
18-08-2016,27,32.8,72,79,2.694444444,5.7,29.9,75.5,37.87,17.89,4.73
19-08-2016,26.5,31.5,61,85,3.805555556,1.2,29,73,37.77,11.21,4.22
20-08-2016,26.5,33.6,59,92,1.472222222,7.9,30.05,75.5,37.66,21.07,4.99
21-08-2016,25.6,35.4,61,86,0.75,8.6,30.5,73.5,37.56,22.06,4.97
22-08-2016,26.2,34.2,79,80,2.25,8.2,30.2,79.5,37.45,21.43,5.05
23-08-2016,24.6,29.2,64,85,3.5,0.8,26.9,74.5,37.34,10.51,3.68
24-08-2016,25.5,32.8,69,85,1.777777778,10.8,29.15,77,37.23,25.17,5.55
25-08-2016,26.2,35,53,80,0.777777778,10.4,30.6,66.5,37.12,24.54,5.42
26-08-2016,24.1,36,70,87,0.805555556,11,30.05,78.5,37,25.37,5.52
27-08-2016,26,32,60,83,1.472222222,5.8,29,71.5,36.89,17.71,4.35
28-08-2016,27,36,57,84,0.722222222,9.5,31.5,70.5,36.77,23.08,5.23
29-08-2016,27,36,68,87,0.583333333,9.8,31.5,77.5,36.64,23.47,5.24
30-08-2016,26.2,35.8,67,86,1.138888889,7.4,31,76.5,36.52,19.92,4.73
31-08-2016,26,35,67,92,1.638888889,5.8,30.5,79.5,36.39,17.54,4.36
01-09-2016,24.5,34.2,71,92,1.361111111,4.9,29.35,81.5,36.26,16.19,3.87
02-09-2016,25.8,34,92,95,3.5,6.9,29.9,93.5,36.13,19.05,3.88
03-09-2016,25.8,32.5,77,94,0.916666667,0.1,29.15,85.5,36,9.15,2.36
04-09-2016,24.6,31,65,90,0.777777778,0,27.8,77.5,35.87,8.97,2.39
05-09-2016,26.6,32.8,80,94,1.611111111,5.9,29.7,87,35.73,17.45,3.94
06-09-2016,25.2,31,89,94,1.055555556,0.4,28.1,91.5,35.59,9.47,2.22
07-09-2016,25.4,32,91,95,1.222222222,3.5,28.7,93,35.45,13.9,3.01
08-09-2016,25.9,30,84,95,1.25,0.7,27.95,89.5,35.31,9.83,2.35
09-09-2016,25.5,30.8,73,94,0.916666667,0.2,28.15,83.5,35.17,9.08,2.33
10-09-2016,24.8,33,89,95,1.222222222,6,28.9,92,35.02,17.34,3.68
11-09-2016,25.6,32.8,71,87,0.888888889,4.5,29.2,79,34.87,15.14,3.51
12-09-2016,24,32,85,95,1.527777778,4.5,28,90,34.72,15.09,3.26
13-09-2016,25.2,28.2,77,95,1.5,0,26.7,86,34.57,8.64,2.23
14-09-2016,25,31.5,68,87,1.5,4.1,28.25,77.5,34.42,14.42,3.54
15-09-2016,26,33,82,94,1.194444444,9.3,29.5,88,34.26,21.72,4.59
16-09-2016,26.6,33.1,87,94,0.805555556,6.4,29.85,90.5,34.11,17.56,3.82
17-09-2016,25,33.5,79,93,1.388888889,5,29.25,86,33.95,15.52,3.55
18-09-2016,25,31,68,89,1.416666667,0.3,28,78.5,33.79,8.87,2.58
19-09-2016,25,33,79,95,1.027777778,6.7,29,87,33.63,17.79,3.84
20-09-2016,26,32,52,95,0.833333333,1.5,29,73.5,33.46,10.46,2.77
21-09-2016,23,33.3,77,95,1.527777778,5.6,28.15,86,33.3,16.13,3.59
22-09-2016,24.2,28,74,93,2.416666667,3.7,26.1,83.5,33.14,13.42,3.12
23-09-2016,25.2,31,79,89,2,1.6,28.1,84,32.97,10.46,2.74
24-09-2016,24.8,33,92,93,1.694444444,4.5,28.9,92.5,32.8,14.42,3.07
25-09-2016,24.2,30,80,98,1.694444444,1.2,27.1,89,32.63,9.81,2.35
26-09-2016,22.5,24.5,83,96,2.333333333,1.3,23.5,89.5,32.46,9.9,2.14
27-09-2016,24.2,28,77,83,1.388888889,0.3,26.1,80,32.29,8.48,2.29
28-09-2016,23.5,31,77,83,1.388888889,3.8,27.25,80,32.12,13.21,3.08
29-09-2016,24.7,29.2,87,95,1.388888889,1.5,26.95,91,31.95,10.03,2.24
30-09-2016,25.2,31.8,82,90,2.5,1.4,28.5,86,31.77,9.84,2.65
01-10-2016,25.5,32.2,70,94,1.138888889,5.4,28.85,82,31.6,15.2,3.44
02-10-2016,25.6,34,62,88,0.638888889,7.6,29.8,75,31.43,18.09,3.91
03-10-2016,23.2,35,72,88,0.388888889,6.8,29.1,80,31.25,16.94,3.57
04-10-2016,26.5,35.6,65,92,0.444444444,7,31.05,78.5,31.07,17.13,3.78
05-10-2016,25.4,35.5,61,89,0.666666667,7.2,30.45,75,30.9,17.32,3.86
06-10-2016,26.1,35,70,90,0.916666667,7.8,30.55,80,30.72,18.04,4.04
07-10-2016,25.2,34.1,69,92,1.388888889,7.9,29.65,80.5,30.54,18.09,4.08
08-10-2016,24.5,33,89,92,1.111111111,6.6,28.75,90.5,30.37,16.29,3.4
09-10-2016,23.2,34.8,86,93,1.666666667,2.2,29,89.5,30.19,10.44,2.52
10-10-2016,23.6,27.2,68,92,1.111111111,0,25.4,80,30.01,7.5,2.02
11-10-2016,24.1,31.5,80,87,0.555555556,5.9,27.8,83.5,29.83,15.15,3.11
12-10-2016,23.2,32.2,55,95,0.833333333,4.1,27.7,75,29.66,12.74,2.95
13-10-2016,22.5,32.5,54,87,0.833333333,7.7,27.5,70.5,29.48,17.34,3.64
14-10-2016,22.5,32.5,60,95,0.833333333,7.6,27.5,77.5,29.3,17.12,3.55
15-10-2016,21.5,32,59,85,0.833333333,4.1,26.75,72,29.13,12.55,2.87
16-10-2016,21.2,32.5,58,90,0.277777778,7.8,26.85,74,28.95,17.22,3.22
17-10-2016,27.2,33.5,51,85,0.555555556,9.1,30.35,68,28.78,18.79,3.89
18-10-2016,27.1,34,46,91,0.555555556,9,30.55,68.5,28.6,18.57,3.87
19-10-2016,21.1,33.5,50,86,0.555555556,8.5,27.3,68,28.43,17.85,3.49
20-10-2016,21.9,32.8,44,86,0.555555556,8.2,27.35,65,28.25,17.39,3.4
21-10-2016,21.2,32,46,86,0.472222222,8.4,26.6,66,28.08,17.56,3.28
22-10-2016,21.1,32.8,46,84,0.472222222,8.8,26.95,65,27.91,17.97,3.36
23-10-2016,22.4,32.5,41,91,0.416666667,6.7,27.45,66,27.74,15.27,2.98
24-10-2016,24,32,55,89,0.527777778,6.5,28,72,27.57,14.95,3.04
25-10-2016,20.5,32,46,93,0.527777778,5.6,26.25,69.5,27.4,13.76,2.78
26-10-2016,20.6,32,52,86,0.416666667,8,26.3,69,27.23,16.64,3.06
27-10-2016,20,32.6,51,81,0.333333333,7.7,26.3,66,27.07,16.19,2.93
28-10-2016,20.5,32.4,52,81,0.527777778,9,26.45,66.5,26.91,17.7,3.27
29-10-2016,20.2,32,44,88,0.416666667,7.6,26.1,66,26.74,15.91,2.91
30-10-2016,20.1,31.5,53,81,0.416666667,7.1,25.8,67,26.58,15.23,2.8
31-10-2016,20.2,31.5,40,86,0.416666667,7,25.85,63,26.42,15.04,2.75
01-11-2016,19.7,32,44,80,0.472222222,8.3,25.85,62,26.27,16.52,2.97
02-11-2016,19.6,32,41,85,0.638888889,9.1,25.8,63,26.11,17.4,3.2
03-11-2016,19.5,32,43,85,0.055555556,8.7,25.75,64,25.96,16.84,2.61
04-11-2016,19.3,32.5,35,85,0.583333333,9.3,25.9,60,25.81,17.47,3.15
05-11-2016,19.3,32.5,40,90,0.722222222,9.3,25.9,65,25.66,17.39,3.26
06-11-2016,19.1,31,33,86,0.666666667,8.4,25.05,59.5,25.51,16.26,3
07-11-2016,19.2,30.5,34,89,0.527777778,6.7,24.85,61.5,25.36,14.19,2.63
08-11-2016,18.5,30,38,87,0.583333333,6.5,24.25,62.5,25.22,13.89,2.6
09-11-2016,17.2,30,42,80,0.416666667,4.7,23.6,61,25.08,11.73,2.2
10-11-2016,17.1,30.5,43,88,0.277777778,6,23.8,65.5,24.94,13.19,2.23
11-11-2016,17.1,30,40,86,0.361111111,6.5,23.55,63,24.81,13.7,2.32
12-11-2016,17,31.1,42,77,0.361111111,8,24.05,59.5,24.68,15.37,2.5
13-11-2016,17,30.6,42,84,0.583333333,7,23.8,63,24.55,14.16,2.57
14-11-2016,16.8,30,49,83,0.583333333,7.2,23.4,66,24.42,14.32,2.54
15-11-2016,16.7,29,29,93,0.638888889,7,22.85,61,24.3,14.04,2.53
16-11-2016,15.1,29,30,78,0.611111111,7.4,22.05,54,24.18,14.43,2.5
17-11-2016,14.1,29,32,81,0.555555556,7.8,21.55,56.5,24.06,14.83,2.44
18-11-2016,14.1,28,33,88,0.5,8,21.05,60.5,23.94,14.99,2.34
19-11-2016,14.5,27.5,46,88,0.388888889,6.7,21,67,23.83,13.48,2.11
20-11-2016,13.1,25.6,50,79,0.222222222,6.8,19.35,64.5,23.72,13.54,1.88
21-11-2016,13,28,40,83,0.333333333,5.8,20.5,61.5,23.61,12.37,1.94
22-11-2016,13.8,28,54,87,0.472222222,5.7,20.9,70.5,23.51,12.22,2.04
23-11-2016,13.4,26.5,47,84,0.444444444,5.6,19.95,65.5,23.41,12.06,1.95
24-11-2016,13.4,27,54,89,0.333333333,3.2,20.2,71.5,23.32,9.37,1.64
25-11-2016,13.6,26.8,59,93,0.222222222,3,20.2,76,23.22,9.11,1.54
26-11-2016,13.8,26.2,61,96,0.666666667,1.6,20,78.5,23.13,7.54,1.59
27-11-2016,13.4,26,57,97,0.388888889,0,19.7,77,23.05,5.76,1.3
28-11-2016,12.7,26,55,87,0.194444444,2,19.35,71,22.97,7.93,1.38
29-11-2016,14.5,26.2,61,91,0.194444444,2.4,20.35,76,22.89,8.34,1.43
30-11-2016,12.5,27,52,94,0.194444444,0,19.75,73,22.81,5.7,1.2
01-12-2016,14.4,28.5,62,87,0.305555556,4.5,21.45,74.5,22.74,10.57,1.76
02-12-2016,15.5,28,56,88,0.277777778,2.1,21.75,72,22.67,7.94,1.5
03-12-2016,14.2,27.2,61,89,0.222222222,0,20.7,75,22.61,5.65,1.21
04-12-2016,14,27,60,80,1,0,20.5,70,22.55,5.64,1.71
05-12-2016,12,22.5,42,91,0.833333333,0.7,17.25,66.5,22.49,6.38,1.64
06-12-2016,12.8,21,60,68,0.666666667,0,16.9,64,22.44,5.61,1.4
07-12-2016,10.4,23.5,74,95,0.722222222,3.3,16.95,84.5,22.39,9.14,1.49
08-12-2016,9.6,20.2,76,95,1.027777778,2.8,14.9,85.5,22.34,8.59,1.38
09-12-2016,11.6,18,63,88,1.416666667,0,14.8,75.5,22.3,5.58,1.45
10-12-2016,10.5,18.5,60,93,1.277777778,2,14.5,76.5,22.26,7.71,1.53
11-12-2016,9.5,18,88,90,1.388888889,3.2,13.75,89,22.23,8.98,1.26
12-12-2016,10.5,16.8,70,93,0.944444444,0,13.65,81.5,22.2,5.55,1.15
13-12-2016,9.5,17.8,64,88,0.527777778,0,13.65,76,22.17,5.54,1.11
14-12-2016,8.5,18.8,65,92,0.694444444,0.7,13.65,78.5,22.15,6.29,1.2
15-12-2016,10.8,21,57,93,1.138888889,3.1,15.9,75,22.14,8.84,1.69
16-12-2016,8.5,21.5,61,89,0.638888889,3.3,15,75,22.12,9.05,1.47
17-12-2016,10.5,21.8,65,92,0.638888889,3.6,16.15,78.5,22.11,9.36,1.49
18-12-2016,10.5,21,60,90,0.75,3.6,15.75,75,22.11,9.36,1.55
19-12-2016,11,25.5,54,91,0.416666667,5.6,18.25,72.5,22.1,11.49,1.71
20-12-2016,10.8,25.2,57,90,0.916666667,7,18,73.5,22.11,12.98,2.07
21-12-2016,9,24,58,88,0.722222222,4,16.5,73,22.11,9.79,1.67
22-12-2016,10,23.8,54,90,0.388888889,0,16.9,72,22.12,5.53,1.22
23-12-2016,11.5,23.2,57,95,0.333333333,0,17.35,76,22.14,5.53,1.16
24-12-2016,13.5,25.8,63,93,0.888888889,4.9,19.65,78,22.16,10.77,1.89
